Bomo_Chr23	9956822	9957092
Bomo_Chr23	12747466	12747597
Bomo_Chr23	19949867	19950080
Bomo_Chr23	14424842	14425071
Bomo_Chr23	15956535	15956655
Bomo_Chr23	7254283	7254410
Bomo_Chr23	9317648	9317790
Bomo_Chr23	19419447	19419675
Bomo_Chr23	20809353	20809639
Bomo_Chr23	15835572	15835718
Bomo_Chr23	11385364	11385864
Bomo_Chr23	8730439	8730734
Bomo_Chr23	10932555	10933019
Bomo_Chr23	2212135	2212304
Bomo_Chr23	21229546	21229775
Bomo_Chr23	12937272	12937401
Bomo_Chr23	1702303	1702426
Bomo_Chr23	6795248	6795453
Bomo_Chr23	11427673	11427876
Bomo_Chr23	13844631	13844733
Bomo_Chr23	13525395	13525575
Bomo_Chr23	6406270	6406464
Bomo_Chr23	4980562	4980697
Bomo_Chr23	11429455	11429776
Bomo_Chr23	9794713	9795000
Bomo_Chr23	18984387	18984583
Bomo_Chr23	19238778	19238892
Bomo_Chr23	750642	750755
Bomo_Chr23	15376605	15376969
Bomo_Chr23	13616523	13616703
Bomo_Chr23	7993501	7993726
Bomo_Chr23	10052746	10052992
Bomo_Chr23	20314367	20314533
Bomo_Chr23	12972040	12972255
Bomo_Chr23	11943379	11943568
Bomo_Chr23	7289262	7289513
Bomo_Chr23	2395779	2395903
Bomo_Chr23	4193607	4193779
Bomo_Chr23	16858633	16858855
Bomo_Chr23	13118401	13118524
Bomo_Chr23	15233019	15233288
Bomo_Chr23	16042062	16042199
Bomo_Chr23	3282753	3282846
Bomo_Chr23	381134	381348
Bomo_Chr23	1391598	1391774
Bomo_Chr23	3219608	3219782
Bomo_Chr23	3800667	3800858
Bomo_Chr23	8714966	8715129
Bomo_Chr23	21323267	21323679
Bomo_Chr23	6934531	6934667
Bomo_Chr23	16183543	16183736
Bomo_Chr23	16343621	16343802
Bomo_Chr23	9954066	9954253
Bomo_Chr23	7619169	7619282
Bomo_Chr23	16317646	16317942
Bomo_Chr23	11837285	11837490
Bomo_Chr23	7455047	7455571
Bomo_Chr23	8730868	8731462
Bomo_Chr23	19257202	19257496
Bomo_Chr23	20625006	20625133
Bomo_Chr23	3153020	3153264
Bomo_Chr23	14382709	14382963
Bomo_Chr23	11428519	11428677
Bomo_Chr23	2420479	2420910
Bomo_Chr23	21368014	21368182
Bomo_Chr23	3815452	3815576
Bomo_Chr23	18905818	18906059
Bomo_Chr23	6703084	6703220
Bomo_Chr23	2550324	2550457
Bomo_Chr23	1190213	1190334
Bomo_Chr23	1942277	1942471
Bomo_Chr23	15541309	15541539
Bomo_Chr23	3053366	3053541
Bomo_Chr23	18377381	18377469
Bomo_Chr23	4936047	4936162
Bomo_Chr23	13293066	13293398
Bomo_Chr23	19643234	19643487
Bomo_Chr23	722903	723147
Bomo_Chr23	16424758	16424879
Bomo_Chr23	15907647	15908000
Bomo_Chr23	16640879	16641100
Bomo_Chr23	15712313	15712462
Bomo_Chr23	16465381	16465606
Bomo_Chr23	17447249	17447407
Bomo_Chr23	5453420	5453613
Bomo_Chr23	16039867	16040241
Bomo_Chr23	605703	605825
Bomo_Chr23	12759901	12760009
Bomo_Chr23	16001969	16002249
Bomo_Chr23	18625363	18625545
Bomo_Chr23	504168	504359
Bomo_Chr23	12573266	12573490
Bomo_Chr23	18689173	18689370
Bomo_Chr23	12080856	12081153
Bomo_Chr23	13012811	13012941
Bomo_Chr23	12831498	12831659
Bomo_Chr23	528474	528636
Bomo_Chr23	21425848	21426443
Bomo_Chr23	20297530	20298075
Bomo_Chr23	5366327	5366513
Bomo_Chr23	11936159	11936542
Bomo_Chr23	916215	916325
Bomo_Chr23	15904397	15904594
Bomo_Chr23	21155908	21156174
Bomo_Chr23	6072009	6072199
Bomo_Chr23	3153627	3153787
Bomo_Chr23	11949656	11949964
Bomo_Chr23	1782785	1783154
Bomo_Chr23	668207	668384
Bomo_Chr23	18087187	18087364
Bomo_Chr23	12119691	12119885
Bomo_Chr23	14112020	14112167
Bomo_Chr23	304879	305203
Bomo_Chr23	15021108	15021448
Bomo_Chr23	19264861	19265055
Bomo_Chr23	868991	869272
Bomo_Chr23	667846	667942
Bomo_Chr23	19161380	19161537
Bomo_Chr23	138504	138855
Bomo_Chr23	15621169	15621290
Bomo_Chr23	15227116	15227237
Bomo_Chr23	20003913	20004093
Bomo_Chr23	19598889	19599154
Bomo_Chr23	2085509	2085613
Bomo_Chr23	3599133	3599241
Bomo_Chr23	18039429	18039640
Bomo_Chr23	11430096	11430216
Bomo_Chr23	20284531	20284636
Bomo_Chr23	15778202	15778334
